Region,Age,Education,WorkLocation,Industry,Employed
03,38,24015,7114,92,1
03,50,24015,7104,41,1
03,62,24012,7114,80,1
03,42,24013,7114,96,1
03,57,24015,7114,84,1
03,49,24015,7114,92,1
03,56,24015,7114,47,1
03,27,50415,7107,26,1
03,38,10018,7114,96,1
03,38,60001,7114,41,1
03,38,24015,7114,41,1
03,34,24013,7104,56,1
03,32,24011,7114,11,1
03,30,24013,7114,56,1
03,57,10015,7703,42,1
03,47,10015,7703,1,1
03,21,24015,7703,47,1
03,18,24015,7703,23,1
03,32,24012,7703,1,1
03,32,24013,7703,47,1
03,63,10018,7703,1,1
03,46,10013,7703,1,1
03,59,10011,7703,1,1
03,62,24015,7703,1,1
03,28,24015,0,0,0
03,49,10018,7703,1,1
03,50,10012,7703,1,1
03,49,24013,7703,1,1
03,25,24012,7703,1,1
03,43,24012,7703,1,1
03,44,24015,7703,1,1
03,30,24011,7702,1,1
03,26,24015,7702,1,1
03,54,24015,7703,23,1
03,23,60111,7703,23,1
03,51,10014,7703,1,1
03,23,60001,7703,1,1
03,30,60732,7703,1,1
03,30,60111,7703,85,1
03,57,10018,7703,1,1
03,52,10015,7703,47,1
03,33,50716,7703,1,1
03,25,60314,7703,1,1
03,44,60003,7703,1,1
03,42,24012,0,0,0
03,35,24012,7703,47,1
03,46,24015,7703,1,1
03,50,24011,7703,1,1
03,17,24013,7703,41,1
03,32,24015,7702,41,1
03,32,60111,7703,85,1
03,30,60003,7703,41,1
03,60,24012,7703,1,1
03,54,24012,7703,84,1
03,34,24015,7702,41,1
03,60,10013,7703,1,1
03,54,10018,7703,1,1
03,38,10015,7703,1,1
03,34,24015,7703,1,1
03,60,10011,7703,1,1
03,27,10011,7703,1,1
03,35,24011,7703,46,1
03,43,10018,7703,1,1
03,44,24015,7703,41,1
03,43,24011,7702,96,1
03,42,60222,7703,84,1
03,40,60716,0,0,0
03,23,34013,7702,41,1
03,58,10018,7703,1,1
03,28,10013,7703,1,1
03,52,24015,7705,3,1
03,22,34013,7705,47,1
03,21,34013,7705,47,1
03,50,24015,7705,1,1
03,26,24011,7705,3,1
03,55,10018,7705,3,1
03,53,10018,7705,96,1
03,23,24012,7705,41,1
03,41,10014,7705,3,1
03,41,60002,7705,84,1
03,44,10013,7705,3,1
03,21,10013,4913,1,1
03,17,10013,4913,1,1
03,32,60221,7705,94,1
03,50,10011,7705,16,1
03,23,10018,7705,3,1
03,72,10015,7705,3,1
03,66,10018,7705,96,1
03,16,10018,7705,3,1
03,46,24012,7705,41,1
03,44,24015,7705,84,1
03,24,60411,7705,84,1
03,50,40722,7705,47,1
03,51,24015,7705,47,1
03,46,24012,7705,84,1
03,47,10018,7705,47,1
03,52,10015,7705,3,1
03,45,24015,7705,47,1
03,71,10018,7705,47,1
03,43,24015,7705,52,1
03,34,24015,7705,49,1
03,26,60001,7705,47,1
03,31,24013,7705,47,1
03,42,24015,7705,47,1
03,35,24015,7705,84,1
03,45,60811,7705,1,1
03,45,60811,7705,84,1
03,42,60811,7705,84,1
03,51,10018,4913,1,1
03,45,10011,7705,84,1
03,40,60003,7705,49,1
03,60,24015,7705,84,1
03,47,60613,7705,84,1
03,48,60923,7705,84,1
03,30,61015,7705,46,1
03,31,60003,7705,47,1
03,50,60413,7705,47,1
03,60,24015,7705,47,1
03,66,60002,7705,49,1
03,65,60913,7705,47,1
03,49,60003,7705,84,1
03,44,60913,7705,86,1
03,32,24013,7705,47,1
03,34,24015,7705,47,1
03,31,24015,7705,84,1
03,32,24015,7705,96,1
03,46,60003,7705,47,1
03,56,24015,7705,49,1
03,57,24015,7705,56,1
03,26,24015,0,0,0
03,23,34013,7705,56,1
03,49,24015,0,0,0
03,25,24015,0,0,0
03,24,24013,7705,41,1
03,80,10018,7705,49,1
03,48,24013,7705,84,1
03,32,10013,7705,41,1
03,36,24012,7705,47,1
03,33,24011,7705,47,1
03,61,24011,7707,1,1
03,60,10015,7707,32,1
03,18,24015,7707,1,1
03,69,10015,7707,32,1
03,44,10018,7707,47,1
03,38,24015,7707,96,1
03,35,24012,7707,3,1
03,44,10012,7707,1,1
03,41,10015,7707,32,1
03,71,24013,7707,47,1
03,47,24015,7707,49,1
03,54,24015,7707,32,1
03,27,60002,7707,1,1
03,32,24013,7707,47,1
03,74,24015,7707,1,1
03,72,24015,7707,32,1
03,30,10018,7707,41,1
03,50,24015,7701,42,1
03,58,10018,7707,32,1
03,35,24012,7707,1,1
03,31,10018,7707,41,1
03,29,24015,7707,41,1
03,16,10018,7707,1,1
03,29,24015,7707,1,1
03,27,60002,7707,85,1
03,48,24015,7707,1,1
03,86,10012,7707,32,1
03,27,24015,7707,41,1
03,22,60002,7707,84,1
03,38,10013,7707,41,1
03,40,24015,7707,84,1
03,70,10018,7707,32,1
03,53,24015,7707,1,1
03,40,24011,7707,41,1
03,39,24013,7707,32,1
03,35,24015,7707,1,1
03,65,10013,7707,1,1
03,47,10014,7707,32,1
03,50,24015,7707,56,1
03,33,24015,7707,49,1
03,37,24015,5401,56,1
03,49,50716,5401,84,1
03,55,50716,0,0,0
03,26,24015,5401,56,1
03,35,24015,5401,96,1
03,22,24015,5401,96,1
03,53,60415,5401,56,1
03,44,24015,5401,56,1
03,21,24015,0,0,0
03,42,24015,5401,56,1
03,41,24015,5401,56,1
03,42,60002,5401,82,1
03,44,60612,5401,82,1
03,32,24015,5401,47,1
03,28,60313,5401,56,1
03,61,24015,5401,49,1
03,37,24012,5401,96,1
03,32,60001,5401,47,1
03,28,60111,5401,85,1
03,43,60413,7404,10,1
03,35,60002,5401,47,1
03,25,24013,5401,56,1
03,20,24012,5401,47,1
03,58,24015,5401,47,1
03,36,60413,5416,47,1
03,56,10018,5401,47,1
03,58,10018,5401,47,1
03,28,61013,5401,47,1
03,38,60314,7605,84,1
03,28,50612,5401,82,1
03,30,24012,5401,47,1
03,33,60612,5401,82,1
03,36,60002,5401,56,1
03,30,24015,5401,47,1
03,36,60002,7602,47,1
03,39,24015,5401,55,1
03,36,60002,5401,47,1
03,39,10018,5401,25,1
03,19,24015,5401,45,1
03,47,24015,5401,47,1
03,28,24015,5401,56,1
03,24,24015,5401,82,1
03,20,24015,5401,47,1
03,67,24015,5401,47,1
03,40,51013,5401,82,1
03,45,24015,5401,53,1
03,40,24012,5401,81,1
03,20,24011,5401,56,1
03,27,60612,5401,82,1
03,57,24015,5401,92,1
03,56,60713,5401,47,1
03,35,60913,5401,47,1
03,48,60003,5409,42,1
03,48,60613,5401,82,1
03,41,10018,5401,49,1
03,31,60612,5401,82,1
03,31,50612,5401,56,1
03,34,60314,5401,84,1
03,34,60314,5401,84,1
03,43,24015,5401,81,1
03,38,24015,5401,82,1
03,30,61013,5401,86,1
03,57,60003,5401,55,1
03,55,24015,5401,92,1
03,27,60314,5401,82,1
03,24,60111,5401,85,1
03,45,60002,5416,84,1
03,37,60612,5401,82,1
03,32,60913,5401,82,1
03,35,60719,5401,17,1
03,34,24015,5401,82,1
03,36,24015,5401,82,1
03,54,60913,5401,86,1
03,30,24015,5401,82,1
03,26,24015,5401,82,1
03,23,24015,5401,82,1
03,41,24015,5401,49,1
03,43,60002,5401,82,1
03,24,61015,5401,92,1
03,46,50612,5401,80,1
03,34,50613,5401,31,1
03,34,60111,5401,85,1
03,34,60111,5401,79,1
03,48,24015,5401,47,1
03,49,24015,5401,14,1
03,28,24015,5401,82,1
03,40,60714,5401,47,1
03,39,50415,5401,68,1
03,47,24015,5401,47,1
03,29,24013,5401,56,1
03,33,24015,5401,47,1
03,32,24013,804,1,1
03,39,24011,5401,95,1
03,38,40922,5401,47,1
03,17,35011,5401,47,1
03,41,24015,5409,14,1
03,40,24015,5401,56,1
03,30,10018,5401,81,1
03,26,24015,5401,80,1
03,37,10018,5401,41,1
03,39,24015,5401,96,1
03,53,24012,5401,41,1
03,29,61013,5401,55,1
03,26,50612,5401,82,1
03,33,24015,5401,92,1
03,48,50714,5401,56,1
03,42,24015,5401,14,1
03,20,34013,5401,47,1
03,34,24015,5401,84,1
03,36,24015,5409,47,1
03,29,61013,5401,56,1
03,29,61013,5401,82,1
03,62,00000,5401,96,1
03,30,60612,5409,82,1
03,30,60612,5409,82,1
03,70,24015,5401,49,1
03,33,60314,5401,80,1
03,32,24015,5401,96,1
03,46,24011,5401,96,1
03,53,24015,5401,80,1
03,40,60003,5401,47,1
03,35,60002,5401,47,1
03,40,60002,5401,64,1
03,34,60002,5401,56,1
03,48,24015,5401,41,1
03,43,24015,5401,49,1
03,38,24015,5401,47,1
03,53,24015,5401,11,1
03,72,24015,5401,96,1
03,53,60411,5401,82,1
03,51,24015,5401,56,1
03,49,24015,5401,56,1
03,39,60413,5401,56,1
03,56,24015,5401,47,1
03,43,24015,5416,47,1
03,24,60413,5416,56,1
03,20,34011,0,0,0
03,54,24015,5401,95,1
03,54,60111,5401,85,1
03,35,24015,5401,47,1
03,34,24015,5401,49,1
03,40,60413,5401,82,1
03,34,24015,0,0,0
03,48,24015,5401,49,1
03,46,60001,5401,14,1
03,23,60002,0,0,0
03,21,60001,0,0,0
03,56,60413,5401,49,1
03,76,60003,5406,1,1
03,55,60003,5401,52,1
03,47,60111,5401,66,1
03,27,60002,5416,10,1
03,27,60111,5401,82,1
03,43,50613,5401,53,1
03,43,50613,5401,47,1
03,21,35013,5401,82,1
03,44,60732,5401,41,1
03,46,60411,5401,47,1
03,20,24015,0,0,0
03,71,60411,5416,31,1
03,39,60612,5416,31,1
03,38,60911,5401,86,1
03,71,70413,3905,42,1
03,40,60912,5416,86,1
03,57,60913,5416,86,1
03,26,70313,5401,82,1
03,43,70313,5416,86,1
03,37,60413,5401,64,1
03,42,10018,5401,41,1
03,36,60731,5401,71,1
03,36,60731,5401,41,1
03,67,24015,5401,47,1
03,51,60413,7403,78,1
03,46,50915,7114,68,1
03,21,60511,0,0,0
03,59,24015,5401,47,1
03,49,24015,5401,47,1
03,30,60612,5401,47,1
03,29,24015,5401,96,1
03,27,60413,5401,96,1
03,83,60111,5401,84,1
03,57,60911,5401,86,1
03,62,60713,5401,41,1
03,34,10018,5401,52,1
03,41,24015,5401,64,1
03,22,60321,5409,68,1
03,60,24015,5401,55,1
03,51,24015,5401,55,1
03,27,60001,5401,74,1
03,24,60001,5401,47,1
03,37,60003,5409,82,1
03,62,60413,5401,47,1
03,48,60111,5401,47,1
03,23,50716,5409,52,1
03,43,24012,5401,49,1
03,22,34013,5401,56,1
03,57,24015,7107,49,1
03,20,34013,7107,47,1
03,48,24015,7107,45,1
03,45,24015,7107,15,1
03,64,24015,7107,49,1
03,34,60003,7107,53,1
03,32,24015,7107,56,1
03,32,60001,7107,56,1
03,53,24013,7107,55,1
03,50,50415,7107,92,1
03,28,24015,7107,41,1
03,28,24015,7107,47,1
03,28,24012,7107,41,1
03,56,24012,7107,56,1
03,29,24015,7107,53,1
03,31,24015,7107,47,1
03,30,24015,7107,47,1
03,42,24011,7107,3,1
03,33,40917,7107,96,1
03,43,10018,7107,41,1
03,39,24015,7107,92,1
03,26,24015,7107,25,1
03,62,24011,7107,47,1
03,22,35013,7107,55,1
03,39,24015,7107,95,1
03,45,24015,7107,47,1
03,40,24015,7107,95,1
03,21,34013,7107,47,1
03,23,61032,7107,86,1
03,22,34013,7107,26,1
03,52,10013,7107,47,1
03,19,34011,7107,47,1
03,25,60002,7107,56,1
03,59,10018,0,0,0
03,60,10018,7107,96,1
03,52,24015,7107,41,1
03,23,60111,7107,53,1
03,28,61013,7404,56,1
03,26,61013,7107,56,1
03,29,24015,7107,45,1
03,28,60002,7107,47,1
03,40,24015,7107,49,1
03,19,35013,7107,11,1
03,45,24015,7107,41,1
03,40,24015,7107,96,1
03,21,24015,7112,41,1
03,31,24015,7107,25,1
03,31,24015,810,56,1
03,72,10018,7107,41,1
03,19,35013,7107,15,1
03,18,35013,0,0,0
03,36,24015,7107,15,1
03,34,24015,7107,49,1
03,38,40729,7107,85,1
03,42,60111,7107,82,1
03,36,60002,7107,47,1
03,31,24015,7107,90,1
03,42,24015,7107,90,1
03,30,60313,7107,85,1
03,41,60714,7107,84,1
03,30,24015,0,0,0
03,23,34013,7107,26,1
03,27,61013,0,0,0
03,25,60488,7107,35,1
03,26,60003,0,0,0
03,23,60313,7107,82,1
03,26,60313,7107,82,1
03,25,24015,7103,84,1
03,35,60002,7107,26,1
03,49,24015,7107,1,1
03,46,24015,7107,1,1
03,21,34013,7107,26,1
03,32,60002,7107,63,1
03,23,60001,7107,47,1
03,46,10012,7107,49,1
03,41,24015,7107,96,1
03,79,24012,7107,56,1
03,55,24011,7107,56,1
03,34,60001,7107,26,1
03,76,10013,7107,56,1
03,62,10018,7107,56,1
03,85,10015,7107,47,1
03,43,60003,7107,47,1
03,26,60612,7605,62,1
03,35,24015,7107,47,1
03,52,24015,7107,18,1
03,64,60002,7107,18,1
03,41,24015,7107,47,1
03,45,24015,7107,47,1
03,45,24015,7107,47,1
03,56,24015,7107,41,1
03,58,24015,7107,86,1
03,56,50415,7107,86,1
03,28,60923,7107,86,1
03,26,60913,7107,86,1
03,53,24015,7107,80,1
03,39,24015,7107,11,1
03,56,24015,7107,49,1
03,58,24015,7107,47,1
03,28,60314,7107,80,1
03,66,10015,7107,56,1
03,62,10018,7107,56,1
03,33,24015,7107,56,1
03,54,24015,7107,49,1
03,55,24015,7107,47,1
03,51,24015,7107,96,1
03,36,24015,7107,1,1
03,36,24015,7107,47,1
03,31,60002,7107,47,1
03,48,10012,7107,46,1
03,65,10018,7107,49,1
03,34,24015,7107,26,1
03,73,24015,7107,47,1
03,27,24015,7107,53,1
03,35,24015,0,0,0
03,42,24015,7107,96,1
03,57,24015,7107,49,1
03,63,60003,7107,47,1
03,62,24015,7107,47,1
03,30,24015,7107,15,1
03,45,24015,7107,41,1
03,22,35013,7605,47,1
03,20,34013,7605,47,1
03,52,24015,807,45,1
03,73,10018,7107,1,1
03,66,10018,7107,47,1
03,24,35013,7107,96,1
03,27,24012,7107,96,1
03,47,24015,7107,52,1
03,19,24011,804,41,1
03,20,35013,7107,47,1
03,59,24015,7107,41,1
03,57,24015,7107,47,1
03,18,34011,7107,47,1
03,58,40917,7107,96,1
03,23,34013,7107,56,1
03,38,50415,0,0,0
03,40,40922,7107,47,1
03,48,24015,7107,49,1
03,47,24015,7107,84,1
03,41,60003,7107,47,1
03,70,24015,7107,47,1
03,36,60488,7107,84,1
03,28,60488,0,0,0
03,28,60612,808,61,1
03,42,24015,7107,45,1
03,43,60002,0,0,0
03,27,24015,7107,26,1
03,23,24015,7107,96,1
03,33,60001,7107,56,1
03,27,60488,7107,69,1
03,46,24012,7107,56,1
03,32,24015,7107,64,1
03,38,24015,7107,55,1
03,50,10014,7107,43,1
03,35,24015,7107,26,1
03,32,24015,7107,26,1
03,32,24015,7107,13,1
03,28,24015,7107,43,1
03,46,24015,7109,41,1
03,44,24015,7107,96,1
03,29,60611,7107,63,1
03,31,60488,7107,53,1
03,30,24015,7107,13,1
03,50,24015,7107,96,1
03,63,10018,7107,96,1
03,24,24012,7107,96,1
03,27,60001,7107,47,1
03,42,24015,7107,96,1
03,39,24015,7107,80,1
03,40,24015,0,0,0
03,52,24015,7107,41,1
03,25,60612,7107,82,1
03,36,60715,7107,63,1
03,51,40613,7107,47,1
03,36,24015,7107,47,1
04,62,24012,1005,47,1
04,47,60002,1005,96,1
04,37,24015,6916,41,1
04,44,24013,1005,47,1
04,31,24015,1005,41,1
04,60,60002,1005,84,1
04,32,50612,1005,47,1
04,28,50415,1005,47,1
04,24,60411,7602,47,1
04,57,10013,1005,56,1
04,57,24015,1005,56,1
04,24,24015,1005,41,1
04,19,35013,1005,24,1
04,60,24015,1005,65,1
04,37,24015,1006,24,1
04,24,24013,1005,55,1
04,25,10018,1005,1,1
04,69,24015,1005,84,1
04,31,24015,0,0,0
04,33,24015,1005,47,1
04,27,24015,1005,47,1
04,42,50714,3404,82,1
04,67,24015,1014,47,1
04,58,24015,1014,47,1
04,35,60732,1017,26,1
04,33,60314,7605,84,1
04,28,60111,1014,84,1
04,31,60716,5416,84,1
04,31,60111,1014,84,1
04,49,60002,1014,28,1
04,28,60111,1014,85,1
04,63,10018,1014,14,1
04,34,50612,1014,47,1
04,49,24015,1014,49,1
04,50,60411,1014,69,1
04,70,10015,7401,41,1
04,46,24015,3902,47,1
04,52,60411,3910,56,1
04,56,10018,1014,47,1
04,47,10014,1014,96,1
04,47,10012,1014,96,1
04,26,50714,1014,56,1
04,24,60413,1017,82,1
04,23,60413,1014,86,1
04,53,60002,1014,47,1
04,52,60003,1014,47,1
04,24,60413,1014,47,1
04,37,24015,1014,47,1
04,56,10015,1014,41,1
04,22,10015,1014,41,1
04,20,24012,1014,41,1
04,35,51013,1014,96,1
04,47,50921,1014,68,1
04,20,34013,1014,82,1
04,28,60713,2108,33,1
04,27,60732,1028,30,1
04,36,50921,1014,56,1
04,35,24015,1014,14,1
04,36,24015,1014,14,1
04,44,24015,1014,80,1
04,40,24013,1014,14,1
04,46,60411,7405,27,1
04,38,50714,1014,26,1
04,34,60913,1014,86,1
04,45,24015,1014,41,1
04,42,24015,1014,47,1
04,15,24012,1014,47,1
04,32,60002,5607,1,1
04,32,60111,1014,47,1
04,59,24015,1014,49,1
04,57,10018,1014,47,1
04,64,50415,1014,47,1
04,32,50716,1014,26,1
04,29,60111,1014,85,1
04,29,10012,1014,41,1
04,27,24012,1014,47,1
04,24,24015,1014,56,1
04,53,60313,1014,96,1
04,72,10018,1014,1,1
04,42,24012,1014,49,1
04,19,60002,0,0,0
04,60,24013,1014,56,1
04,37,60001,7607,82,1
04,40,60001,1014,82,1
04,19,60001,1014,56,1
04,24,60111,1031,85,1
04,30,60111,1022,85,1
04,43,24015,1014,33,1
04,22,60313,1022,14,1
04,42,24013,1014,41,1
04,58,10018,1020,41,1
04,27,24015,1014,26,1
04,43,24015,1014,47,1
04,37,60612,1031,85,1
04,62,51041,1031,47,1
04,33,60716,1031,47,1
04,40,50715,1028,46,1
04,41,24015,1017,26,1
04,35,10011,1031,96,1
04,28,10018,1031,41,1
04,26,60111,3425,85,1
04,37,60913,1011,84,1
04,59,10018,0,0,0
04,59,24015,1031,84,1
04,30,24015,1031,1,1
04,24,60111,1017,64,1
04,28,50914,1031,1,1
04,26,24015,1031,90,1
04,57,24015,1031,41,1
04,31,60413,1031,53,1
04,27,60411,3405,82,1
04,36,24015,1031,49,1
04,62,24015,1031,1,1
04,29,60413,1028,69,1
04,33,24015,1028,27,1
04,55,10018,1031,1,1
04,50,50714,1031,84,1
04,46,60613,1031,96,1
04,74,10014,1031,1,1
04,57,10013,1031,1,1
04,35,24015,7402,41,1
04,50,24015,1031,47,1
04,53,50415,1031,47,1
04,41,60003,1031,49,1
04,34,24015,1028,26,1
04,31,24011,0,0,0
04,30,60612,1031,64,1
04,43,10018,0,0,0
04,32,24015,1031,92,1
04,53,60111,1031,68,1
04,24,60913,1014,86,1
04,48,40713,7403,47,1
04,65,24015,1031,41,1
04,33,60714,0,0,0
04,31,60715,1014,26,1
04,53,50415,1031,47,1
04,60,24015,1031,47,1
04,23,60003,1031,47,1
04,24,60211,1031,90,1
04,36,24015,1031,96,1
04,72,10013,1031,14,1
04,60,60413,1031,46,1
04,32,24015,1031,41,1
04,57,24015,1031,96,1
04,27,60413,7607,69,1
04,75,10018,1031,49,1
04,46,60732,1031,65,1
04,39,60111,1031,85,1
04,39,24015,1028,45,1
04,56,60002,1031,47,1
04,33,41013,1028,26,1
04,28,60413,1031,64,1
04,42,60313,1031,65,1
04,49,10015,1031,47,1
04,26,60111,3405,84,1
04,60,24015,1031,1,1
04,55,24015,1031,1,1
04,30,60111,1031,85,1
04,26,60411,1028,84,1
04,35,60314,1017,84,1
04,55,50716,7504,45,1
04,50,24015,1031,41,1
04,46,24015,1031,1,1
04,24,24015,1028,26,1
04,35,24015,1031,26,1
04,35,24015,1031,26,1
04,25,24015,1014,28,1
04,30,60613,3738,84,1
04,25,50612,0,0,0
04,62,24015,2106,47,1
04,56,24015,2106,84,1
04,64,60002,2106,47,1
04,44,24015,2106,47,1
04,62,50716,2106,47,1
04,57,24015,2106,47,1
04,29,60713,1017,43,1
04,27,61013,2118,56,1
04,56,60413,2106,56,1
04,46,24013,2106,1,1
04,30,24015,2106,26,1
04,40,40714,2106,95,1
04,35,60714,2106,82,1
04,30,70413,3903,84,1
04,38,60713,7607,41,1
04,39,60713,7603,61,1
04,31,40922,0,0,0
04,25,60002,0,0,0
04,42,10018,2106,41,1
04,40,24015,2106,47,1
04,35,60612,2106,61,1
04,27,60915,2106,61,1
04,25,60613,2106,82,1
04,54,24015,7603,49,1
04,64,24015,2106,41,1
04,43,50714,2106,47,1
04,57,60002,2106,47,1
04,37,60716,2106,53,1
04,43,60413,2106,47,1
04,24,24015,2106,47,1
04,24,35013,0,0,0
04,27,10011,2106,11,1
04,40,24015,2106,84,1
04,34,24013,2106,23,1
04,47,10013,2106,96,1
04,36,24012,2106,56,1
04,43,61013,2106,49,1
04,37,61088,2106,49,1
04,28,24015,0,0,0
04,50,60002,2108,47,1
04,53,60001,2108,49,1
04,53,60411,2108,47,1
04,26,60413,7603,64,1
04,25,60313,2108,82,1
04,51,50001,2108,47,1
04,41,60415,2103,80,1
04,39,24015,2108,47,1
04,62,24015,2108,49,1
04,58,24015,3905,92,1
04,55,60322,3909,85,1
04,47,24015,7605,51,1
04,52,24015,2108,56,1
04,32,24015,2117,25,1
04,29,24015,2106,35,1
04,43,10018,2108,49,1
04,42,24015,2108,47,1
04,22,10012,2108,49,1
04,19,10015,2108,49,1
04,29,24015,2108,25,1
04,30,61013,2117,16,1
04,27,60003,0,0,0
04,26,60612,2108,84,1
04,26,24015,2117,25,1
04,27,24015,2117,16,1
04,27,24015,2117,25,1
04,49,10014,2111,96,1
04,54,10013,2108,41,1
04,31,10018,3405,43,1
04,29,60732,0,0,0
04,28,60413,2106,11,1
04,60,24013,7501,96,1
04,38,24015,2108,16,1
04,57,10018,0,0,0
04,60,24015,2108,47,1
04,37,24012,0,0,0
04,24,60003,2108,56,1
04,23,24015,2111,73,1
04,41,24015,2108,84,1
04,44,24015,0,0,0
04,37,24015,2117,27,1
04,37,50714,2120,27,1
04,47,50714,2109,47,1
04,40,60002,2120,96,1
04,35,50613,2117,26,1
04,24,35013,2108,93,1
04,50,10013,2108,56,1
04,27,10018,2108,45,1
04,24,35013,0,0,0
04,19,35013,2111,56,1
04,66,10014,2108,96,1
04,33,24015,7604,92,1
04,24,60111,2117,64,1
04,28,60411,2108,45,1
04,27,60111,2108,47,1
04,22,35013,2108,28,1
04,25,60612,2108,16,1
04,19,35013,2117,28,1
04,29,24015,2108,56,1
04,39,24015,2117,14,1
04,38,24015,2117,17,1
04,38,40716,2109,95,1
04,42,24015,2109,95,1
04,35,60612,2109,26,1
04,36,24015,0,0,0
04,33,24015,2109,41,1
04,29,24011,2109,47,1
04,42,24015,2109,26,1
04,56,60002,0,0,0
04,24,61015,7603,51,1
04,78,60731,2109,41,1
04,36,60731,2109,41,1
04,35,60731,2109,41,1
04,58,24015,2109,96,1
04,31,60713,0,0,0
04,45,24015,2109,49,1
04,56,24015,2109,96,1
04,26,51013,0,0,0
04,24,24012,2109,47,1
04,58,24015,2109,84,1
04,57,24015,2109,84,1
04,32,60413,7605,69,1
04,75,10018,2109,47,1
04,69,10018,2109,47,1
04,68,10015,2109,47,1
04,66,10018,2109,47,1
04,53,24013,2109,41,1
04,41,24012,2109,47,1
04,18,24012,2109,53,1
04,57,24015,311,1,1
04,27,24015,0,0,0
04,23,34013,2117,27,1
04,28,24015,2117,22,1
04,29,24015,2117,27,1
04,45,24015,2120,78,1
04,41,60111,3908,78,1
04,22,60913,2108,86,1
04,20,35013,2117,25,1
04,48,60732,2117,25,1
04,47,60613,2103,55,1
04,33,24015,2117,26,1
04,35,24015,2108,27,1
04,30,60732,2120,47,1
04,24,50612,2117,52,1
04,37,24015,2120,47,1
04,40,24015,7607,86,1
04,56,50415,2120,47,1
04,27,24015,7604,53,1
04,55,60111,2120,85,1
04,21,35013,2120,47,1
04,37,60541,2117,47,1
04,40,60541,2117,27,1
04,41,24015,2123,56,1
04,35,24012,2123,49,1
04,37,60913,2123,84,1
04,50,24015,2123,49,1
04,49,24015,2123,14,1
04,53,24015,7601,56,1
04,28,61013,7603,56,1
04,54,10015,2123,47,1
04,54,10013,2123,47,1
04,63,24015,2123,43,1
04,24,24012,2123,41,1
04,22,24015,2123,41,1
04,25,24015,2123,49,1
04,40,24015,2123,41,1
04,42,24015,2123,47,1
04,43,40714,2106,52,1
04,42,24015,2123,47,1
04,58,24015,2123,47,1
04,31,41041,2104,26,1
04,47,24015,2123,47,1
04,68,10015,2108,49,1
04,44,24013,2123,41,1
04,43,24013,2106,56,1
04,27,24011,0,0,0
04,28,24015,2123,47,1
04,51,24012,2123,95,1
04,30,24015,2123,27,1
04,56,24012,2123,14,1
04,18,24013,2123,41,1
04,26,24013,0,0,0
04,49,24015,2123,47,1
04,37,24015,3404,20,1
04,31,60002,3428,47,1
04,67,24013,3404,47,1
04,43,60413,3404,47,1
04,33,60413,3404,46,1
04,35,50714,3405,20,1
04,37,60414,0,0,0
04,26,61041,0,0,0
04,40,24013,3428,46,1
04,33,60002,0,0,0
04,29,60732,2106,68,1
04,36,60001,7107,80,1
04,24,34013,3404,10,1
04,42,60111,3404,49,1
04,39,24013,3428,47,1
04,63,24012,3404,45,1
04,58,10018,3404,47,1
04,58,60613,3404,84,1
04,32,60714,3404,84,1
04,31,60413,3404,47,1
04,51,24015,3404,84,1
04,48,24015,3404,41,1
04,49,24015,3404,96,1
04,22,35013,3404,47,1
04,22,34013,3403,26,1
04,31,50714,3404,18,1
04,34,50913,3404,26,1
04,38,61013,3404,11,1
04,66,50415,3404,47,1
04,41,60413,7602,21,1
04,38,60413,3405,64,1
04,43,60714,3428,53,1
04,35,60413,3404,56,1
04,33,60413,3404,56,1
04,32,24015,3403,26,1
04,53,24015,3404,49,1
04,26,24015,0,0,0
04,43,24015,3409,1,1
04,44,24015,3409,96,1
04,52,24015,3409,41,1
04,25,60111,7404,85,1
04,21,50001,0,0,0
04,58,10018,3409,1,1
04,29,24015,0,0,0
04,48,24015,2118,41,1
04,34,60732,3409,47,1
04,45,60003,3409,47,1
04,49,24015,3409,1,1
04,22,60003,3409,47,1
04,45,50001,7401,41,1
04,37,24015,3409,96,1
04,65,60314,3409,1,1
04,61,60111,3409,47,1
04,43,10012,1420,41,1
04,37,24015,3409,47,1
04,35,10012,3409,46,1
04,33,24015,3409,96,1
04,37,24011,3409,47,1
04,39,24011,0,0,0
04,24,10018,3424,53,1
04,54,24012,3424,1,1
04,26,60612,0,0,0
04,50,24015,3424,45,1
04,47,10018,3424,49,1
04,52,24015,3424,14,1
04,38,50714,3424,11,1
04,38,50714,3424,84,1
04,59,24012,3424,47,1
04,73,60413,3424,49,1
04,25,60413,3424,84,1
04,67,10018,3424,49,1
04,38,60413,3424,45,1
04,56,24015,3424,49,1
04,40,24015,3424,82,1
04,30,24015,3424,61,1
04,41,60003,3424,47,1
04,68,60002,3424,55,1
04,40,60002,3424,21,1
04,57,24015,3424,1,1
04,52,24015,3424,47,1
04,26,60411,3424,20,1
04,24,60714,1028,26,1
04,41,60111,3424,47,1
04,51,24015,3424,84,1
04,20,10018,3424,1,1
04,49,24015,3424,52,1
04,34,60613,7605,53,1
04,34,60913,0,0,0
04,63,24015,3424,49,1
04,60,10018,3424,1,1
04,29,10018,3424,41,1
04,25,24015,3424,96,1
04,66,24015,3428,49,1
04,27,60714,7404,62,1
04,27,60111,3428,85,1
04,65,60002,3428,47,1
04,41,60612,3428,93,1
04,39,60714,3404,45,1
04,39,60413,3428,47,1
04,47,60002,3428,47,1
