Region,Employed,Unemployed,Age,Education,LocationOfWork,Industry
4,1,0,37,61088,2106,49
4,0,1,28,24015,0,0
4,1,0,50,60002,2108,47
4,1,0,53,60001,2108,49
4,1,0,53,60411,2108,47
4,1,0,26,60413,7603,64
4,1,0,25,60313,2108,82
4,1,0,51,50001,2108,47
4,1,0,41,60415,2103,80
4,1,0,39,24015,2108,47
4,1,0,62,24015,2108,49
4,1,0,58,24015,3905,92
4,0,1,60,60411,0,0
4,1,0,55,60322,3909,85
4,1,0,47,24015,7605,51
4,1,0,52,24015,2108,56
4,1,0,32,24015,2117,25
4,1,0,29,24015,2106,35
4,1,0,43,10018,2108,49
4,1,0,42,24015,2108,47
4,1,0,22,10012,2108,49
4,1,0,19,10015,2108,49
4,1,0,29,24015,2108,25
4,1,0,30,61013,2117,16
4,0,1,27,60003,0,0
4,1,0,26,60612,2108,84
4,1,0,26,24015,2117,25
4,1,0,27,24015,2117,16
4,1,0,27,24015,2117,25
4,1,0,54,10013,2108,41
4,1,0,31,10018,3405,43
4,0,1,29,60732,0,0
4,1,0,28,60413,2106,11
4,1,0,60,24013,7501,96
4,1,0,38,24015,2108,16
4,0,1,57,10018,0,0
4,1,0,60,24015,2108,47
4,0,1,37,24012,0,0
4,1,0,24,60003,2108,56
4,1,0,23,24015,2111,73
4,1,0,41,24015,2108,84
4,0,1,44,24015,0,0
4,1,0,37,24015,2117,27
4,1,0,37,50714,2120,27
4,1,0,47,50714,2109,47
4,1,0,40,60002,2120,96
4,0,1,58,60001,0,0
4,1,0,35,50613,2117,26
4,1,0,24,35013,2108,93
4,1,0,50,10013,2108,56
4,1,0,27,10018,2108,45
4,0,1,24,35013,0,0
4,1,0,19,35013,2111,56
4,1,0,66,10014,2108,96
4,1,0,33,24015,7604,92
4,1,0,24,60111,2117,64
4,1,0,28,60411,2108,45
4,1,0,27,60111,2108,47
4,1,0,22,35013,2108,28
4,1,0,25,60612,2108,16
4,1,0,19,35013,2117,28
4,1,0,29,24015,2108,56
4,1,0,39,24015,2117,14
4,1,0,38,24015,2117,17
4,1,0,38,40716,2109,95
4,1,0,42,24015,2109,95
4,1,0,35,60612,2109,26
4,0,1,36,24015,0,0
4,1,0,33,24015,2109,41
4,1,0,29,24011,2109,47
4,1,0,42,24015,2109,26
4,0,1,56,60002,0,0
4,1,0,24,61015,7603,51
4,1,0,78,60731,2109,41
4,1,0,36,60731,2109,41
4,1,0,35,60731,2109,41
4,1,0,58,24015,2109,96
4,0,1,31,60713,0,0
4,1,0,45,24015,2109,49
4,0,1,43,10018,0,0
4,1,0,56,24015,2109,96
4,0,1,26,51013,0,0
4,1,0,24,24012,2109,47
4,1,0,58,24015,2109,84
4,1,0,57,24015,2109,84
4,1,0,32,60413,7605,69
4,1,0,75,10018,2109,47
4,1,0,69,10018,2109,47
4,1,0,68,10015,2109,47
4,1,0,66,10018,2109,47
4,1,0,53,24013,2109,41
4,1,0,41,24012,2109,47
4,1,0,18,24012,2109,53
4,0,1,27,24015,0,0
4,1,0,23,34013,2117,27
4,1,0,28,24015,2117,22
4,1,0,29,24015,2117,27
4,1,0,45,24015,2120,78
4,1,0,41,60111,3908,78
4,1,0,22,60913,2108,86
4,0,1,49,50714,0,0
4,1,0,20,35013,2117,25
4,1,0,48,60732,2117,25
4,1,0,47,60613,2103,55
4,1,0,33,24015,2117,26
4,1,0,35,24015,2108,27
4,1,0,30,60732,2120,47
4,1,0,24,50612,2117,52
4,1,0,37,24015,2120,47
4,1,0,40,24015,7607,86
4,1,0,56,50415,2120,47
4,1,0,27,24015,7604,53
4,0,1,59,24015,0,0
4,1,0,55,60111,2120,85
4,1,0,21,35013,2120,47
4,0,1,38,24015,0,0
4,1,0,37,60541,2117,47
4,1,0,40,60541,2117,27
4,1,0,41,24015,2123,56
4,1,0,35,24012,2123,49
4,1,0,37,60913,2123,84
4,0,1,42,60413,0,0
4,1,0,50,24015,2123,49
4,1,0,49,24015,2123,14
4,1,0,53,24015,7601,56
4,1,0,28,61013,7603,56
4,1,0,54,10015,2123,47
4,1,0,54,10013,2123,47
4,1,0,63,24015,2123,43
4,1,0,24,24012,2123,41
4,1,0,22,24015,2123,41
4,1,0,25,24015,2123,49
4,1,0,40,24015,2123,41
4,1,0,42,24015,2123,47
4,0,1,19,24015,0,0
4,1,0,43,40714,2106,52
4,1,0,42,24015,2123,47
4,1,0,58,24015,2123,47
4,1,0,31,41041,2104,26
4,1,0,47,24015,2123,47
4,1,0,68,10015,2108,49
4,0,1,61,10015,0,0
4,1,0,44,24013,2123,41
4,1,0,43,24013,2106,56
4,0,1,27,24011,0,0
4,1,0,28,24015,2123,47
4,1,0,51,24012,2123,95
4,1,0,30,24015,2123,27
4,0,1,54,24015,0,0
4,1,0,56,24012,2123,14
4,1,0,18,24013,2123,41
4,0,1,26,24013,0,0
4,1,0,49,24015,2123,47
4,0,1,25,35011,0,0
4,1,0,37,24015,3404,20
4,1,0,31,60002,3428,47
4,1,0,67,24013,3404,47
4,1,0,43,60413,3404,47
4,1,0,33,60413,3404,46
4,1,0,35,50714,3405,20
4,0,1,37,60414,0,0
4,0,1,26,61041,0,0
4,1,0,40,24013,3428,46
4,0,1,41,60732,0,0
4,0,1,33,60002,0,0
4,1,0,29,60732,2106,68
4,1,0,36,60001,7107,80
4,1,0,24,34013,3404,10
4,1,0,42,60111,3404,49
4,1,0,39,24013,3428,47
4,1,0,63,24012,3404,45
4,1,0,58,10018,3404,47
4,1,0,58,60613,3404,84
4,1,0,32,60714,3404,84
4,1,0,31,60413,3404,47
4,1,0,51,24015,3404,84
4,1,0,48,24015,3404,41
4,1,0,22,35013,3404,47
4,1,0,22,34013,3403,26
4,1,0,31,50714,3404,18
4,1,0,34,50913,3404,26
4,1,0,38,61013,3404,11
4,1,0,66,50415,3404,47
4,1,0,41,60413,7602,21
4,1,0,38,60413,3405,64
4,1,0,43,60714,3428,53
4,1,0,35,60413,3404,56
4,1,0,33,60413,3404,56
4,1,0,32,24015,3403,26
4,1,0,53,24015,3404,49
4,0,1,26,24015,0,0
4,1,0,43,24015,3409,1
4,1,0,44,24015,3409,96
4,1,0,52,24015,3409,41
4,1,0,25,60111,7404,85
4,0,1,21,50001,0,0
4,1,0,58,10018,3409,1
4,0,1,29,24015,0,0
4,1,0,48,24015,2118,41
4,1,0,34,60732,3409,47
4,1,0,45,60003,3409,47
4,1,0,49,24015,3409,1
4,1,0,22,60003,3409,47
4,1,0,45,50001,7401,41
4,1,0,37,24015,3409,96
4,1,0,65,60314,3409,1
4,1,0,61,60111,3409,47
4,1,0,43,10012,1420,41
4,1,0,37,24015,3409,47
4,1,0,35,10012,3409,46
4,1,0,33,24015,3409,96
4,1,0,37,24011,3409,47
4,0,1,61,24015,0,0
4,0,1,58,61041,0,0
4,0,1,39,24011,0,0
4,1,0,24,10018,3424,53
4,1,0,54,24012,3424,1
4,0,1,26,60612,0,0
4,1,0,50,24015,3424,45
4,1,0,47,10018,3424,49
4,1,0,52,24015,3424,14
4,1,0,38,50714,3424,11
4,1,0,38,50714,3424,84
4,1,0,59,24012,3424,47
4,1,0,73,60413,3424,49
4,1,0,25,60413,3424,84
4,0,1,66,24012,0,0
4,1,0,67,10018,3424,49
4,1,0,38,60413,3424,45
4,1,0,56,24015,3424,49
4,1,0,40,24015,3424,82
4,1,0,30,24015,3424,61
4,1,0,41,60003,3424,47
4,1,0,68,60002,3424,55
4,1,0,40,60002,3424,21
4,1,0,57,24015,3424,1
4,1,0,52,24015,3424,47
4,1,0,26,60411,3424,20
4,1,0,24,60714,1028,26
4,1,0,41,60111,3424,47
4,1,0,51,24015,3424,84
4,1,0,20,10018,3424,1
4,1,0,49,24015,3424,52
4,1,0,34,60613,7605,53
4,0,1,34,60913,0,0
4,1,0,63,24015,3424,49
4,1,0,60,10018,3424,1
4,1,0,29,10018,3424,41
4,1,0,25,24015,3424,96
4,1,0,66,24015,3428,49
4,0,1,48,60413,0,0
4,1,0,27,60714,7404,62
4,1,0,27,60111,3428,85
4,1,0,65,60002,3428,47
4,1,0,41,60612,3428,93
4,1,0,39,60714,3404,45
4,1,0,39,60413,3428,47
4,1,0,47,60002,3428,47
4,1,0,46,24015,3428,45
4,1,0,27,24015,3428,61
4,1,0,24,24015,3428,96
4,0,1,30,24015,0,0
4,1,0,45,24011,3428,47
4,1,0,26,60413,3428,47
4,1,0,30,24015,3428,47
4,1,0,54,24015,3428,47
4,1,0,65,60413,3428,47
4,1,0,35,60002,3428,49
4,1,0,31,60111,3428,85
4,1,0,54,24015,3428,84
4,1,0,52,24015,3428,96
4,1,0,31,24015,3403,26
4,1,0,28,24015,3403,26
4,1,0,32,24015,3428,61
4,1,0,40,24015,3428,61
4,1,0,63,60711,3428,68
4,1,0,31,60913,7404,86
4,1,0,30,60914,3428,82
4,1,0,29,60714,7603,26
4,1,0,48,10018,3428,96
4,1,0,27,60714,7605,62
4,1,0,54,10018,3428,49
4,1,0,33,60003,7603,56
4,1,0,34,60714,1028,26
4,1,0,37,24015,3428,47
4,1,0,30,50714,3428,47
4,1,0,30,24015,3428,61
4,1,0,20,24011,3428,56
4,1,0,24,10018,3428,56
4,1,0,44,24015,3428,56
4,1,0,41,24013,3428,56
4,1,0,55,60312,7603,62
4,1,0,58,50716,3428,26
4,0,1,23,60002,0,0
4,1,0,44,60413,3428,56
4,1,0,47,60732,3428,49
4,1,0,45,24015,3428,47
4,0,1,27,24015,0,0
4,1,0,67,60811,3428,56
4,1,0,64,60811,3428,56
4,1,0,28,60913,3428,56
4,1,0,38,60715,3428,56
4,1,0,51,60413,3403,17
4,1,0,28,60413,7602,64
4,1,0,25,60613,7602,69
4,1,0,53,24012,3428,84
4,1,0,52,24015,3428,84
4,1,0,58,60413,3428,96
4,1,0,52,10018,3428,96
4,1,0,39,24015,3424,47
4,1,0,47,24015,3430,47
4,1,0,56,24015,3430,49
4,1,0,27,60002,3430,1
4,1,0,28,24015,3430,47
4,1,0,28,10018,3430,47
4,1,0,20,34013,3430,47
4,1,0,55,24015,3430,1
4,1,0,30,10018,3430,1
4,1,0,28,10011,3426,1
4,1,0,25,24015,3430,47
4,1,0,53,10013,3430,49
4,1,0,49,24011,3430,47
4,1,0,28,50731,3422,56
4,1,0,42,24015,3430,56
4,0,1,37,60004,0,0
4,1,0,36,24015,3430,25
4,1,0,47,10012,3430,1
4,1,0,40,24015,2104,26
4,1,0,57,24015,3430,96
4,1,0,27,24015,3430,47
4,1,0,68,60413,3430,56
4,1,0,70,24015,3430,56
4,1,0,35,60003,3426,86
4,1,0,50,24015,3430,96
4,1,0,51,24015,3430,41
4,1,0,27,24015,3406,80
4,1,0,38,24015,7603,96
4,1,0,55,24015,3430,68
4,1,0,28,60612,3405,26
4,1,0,26,60002,3405,26
4,1,0,59,24015,3430,47
4,1,0,55,24015,3430,47
4,1,0,29,70521,7403,94
4,1,0,24,35013,3428,29
4,1,0,19,35013,3430,96
4,1,0,32,10018,3430,1
4,1,0,32,24015,3430,93
4,1,0,30,24015,7404,49
4,1,0,57,24013,3430,47
4,1,0,43,10018,3430,14
4,1,0,23,60413,3403,45
4,1,0,22,60002,3430,47
4,1,0,64,10018,3430,96
4,1,0,43,60003,3430,84
4,1,0,53,24015,3430,47
4,1,0,52,24015,3430,47
4,1,0,28,60612,7401,62
4,1,0,15,24013,3430,47
4,1,0,76,10014,3430,92
4,1,0,33,24015,3430,49
4,1,0,60,60811,3430,1
4,1,0,32,24015,7605,49
4,1,0,48,10018,5610,1
4,1,0,47,10018,5610,1
4,0,1,19,24015,0,0
4,1,0,57,24015,5610,47
4,0,1,41,40613,0,0
4,0,1,30,24015,0,0
4,0,1,63,24015,0,0
4,1,0,63,10018,5610,56
4,0,1,25,40613,0,0
4,0,1,20,35013,0,0
4,1,0,63,10018,5610,3
4,1,0,58,24015,5610,2
4,1,0,35,24015,5616,96
4,1,0,35,24012,7607,41
4,1,0,64,10012,5610,16
4,1,0,32,10015,5610,47
4,1,0,21,24013,5610,45
4,1,0,45,10018,5610,1
4,1,0,43,24015,5610,16
4,1,0,45,10018,5610,96
4,1,0,40,10018,5610,1
4,1,0,39,24015,5610,47
4,1,0,35,24015,5610,55
4,1,0,57,24015,5647,41
4,1,0,33,24015,5610,41
4,1,0,31,24015,5610,47
4,1,0,58,2000,5610,1
4,1,0,58,10018,5610,41
4,1,0,40,24011,5610,1
4,0,1,42,60111,0,0
4,1,0,66,24012,5610,1
4,1,0,39,24012,5610,2
4,1,0,22,34013,5610,49
4,1,0,59,60002,5622,46
4,1,0,71,10018,5622,47
4,1,0,47,10015,5622,49
4,1,0,46,24015,5622,96
4,1,0,26,60002,5622,49
4,1,0,20,34011,5622,41
4,1,0,36,60913,5622,82
4,1,0,31,24013,5622,41
4,1,0,29,24015,5622,47
4,1,0,29,40613,5622,64
4,1,0,55,24015,5622,47
4,1,0,59,24015,5622,41
4,1,0,43,24011,5622,41
4,1,0,36,10018,5622,49
4,1,0,59,24015,5622,47
4,1,0,30,24015,5610,25
4,1,0,45,24015,5622,49
4,1,0,37,24015,5622,49
4,1,0,54,24015,5622,49
4,1,0,41,60413,5622,64
4,1,0,57,60111,5622,85
4,1,0,30,60913,5622,86
4,0,1,23,60612,0,0
4,1,0,36,60913,5619,86
4,1,0,55,60413,5622,56
4,1,0,31,61013,5622,56
4,1,0,54,24012,5623,1
4,1,0,51,10015,5623,56
4,1,0,30,60111,5624,85
4,1,0,28,60415,5623,69
4,1,0,55,10018,5623,1
4,0,1,52,24015,0,0
4,1,0,23,60412,7602,64
4,1,0,48,24013,5623,41
4,1,0,46,10018,5623,41
4,1,0,48,24015,5623,1
4,1,0,47,24015,5623,49
4,1,0,46,50714,5623,43
4,1,0,65,10018,5623,1
4,1,0,66,10018,5623,47
4,1,0,65,24015,5623,47
4,1,0,63,24015,5623,47
4,1,0,53,24015,5623,96
4,1,0,60,24015,5623,96
4,1,0,49,50811,5623,47
4,1,0,48,24012,5623,41
4,1,0,43,24015,5647,56
4,1,0,68,10018,5623,1
4,1,0,34,24012,5632,1
4,1,0,38,24015,5632,96
4,1,0,68,10011,5632,1
4,1,0,45,10015,5632,1
4,1,0,43,24012,5632,96
4,1,0,62,24015,5632,96
4,1,0,24,60111,5632,84
4,0,1,19,34013,0,0
4,1,0,40,10013,5632,41
4,1,0,32,40721,5632,56
4,1,0,54,60111,5632,85
4,1,0,46,60111,5632,85
4,1,0,52,24015,5632,84
4,1,0,55,60111,5632,85
4,1,0,50,10018,5632,84
4,1,0,48,10018,5632,47
4,1,0,27,24013,5632,41
4,1,0,61,60413,5632,47
4,1,0,62,60413,5632,84
4,1,0,64,10013,5632,1
4,1,0,58,10013,5632,1
4,1,0,56,60003,5632,81
4,1,0,50,60002,5632,84
4,1,0,45,10013,5632,1
4,1,0,64,10013,5632,1
4,1,0,61,10018,5645,1
4,0,1,39,24013,0,0
4,1,0,57,24015,5645,47
4,1,0,26,60003,5645,56
4,1,0,35,24015,3424,80
4,1,0,57,10018,2106,25
4,1,0,52,10018,2106,47
4,1,0,39,10013,5645,1
4,0,1,57,24011,0,0
4,1,0,38,24012,5645,41
4,1,0,31,60111,5645,85
4,1,0,47,24015,3907,82
4,1,0,46,50114,5645,1
4,1,0,65,60002,5645,47
4,1,0,46,10018,5624,49
4,1,0,41,10018,5645,56
4,1,0,52,60913,5645,1
4,1,0,57,10018,5645,47
4,1,0,47,50221,5645,47
4,1,0,44,10018,2109,10
4,1,0,29,60002,5645,53
4,0,1,27,24015,0,0
4,1,0,64,10018,5645,1
4,1,0,53,10018,5648,42
4,1,0,59,24015,5648,92
4,1,0,24,61013,5648,56
4,1,0,33,24015,5648,47
4,1,0,49,10018,5648,3
4,1,0,62,24015,5648,47
4,1,0,60,24015,5648,47
4,1,0,65,24012,5648,92
4,1,0,35,24015,3908,56
4,1,0,54,80111,5648,85
4,1,0,26,61013,5648,56
4,1,0,18,34013,5648,56
4,1,0,24,61013,5648,56
4,1,0,22,24015,5648,56
4,1,0,57,10018,5648,96
4,1,0,43,24015,5648,56
4,1,0,25,60002,5648,10
4,1,0,57,24015,5648,49
4,1,0,54,24015,5648,96
4,1,0,45,24015,5648,56
4,1,0,28,24015,5648,49
4,1,0,55,10018,5648,41
4,1,0,29,60003,5648,47
4,1,0,31,24015,5648,25
4,1,0,53,10018,5648,41
4,1,0,53,24015,5648,92
4,1,0,24,34013,5648,56
4,1,0,61,24015,5648,47
4,1,0,62,24015,5648,47
4,1,0,44,24015,5648,92
4,1,0,35,24015,5648,47
4,1,0,41,24011,5648,25
4,1,0,37,24015,5648,47
4,1,0,62,60002,5802,47
4,1,0,34,60413,7404,82
4,1,0,33,60411,7602,41
4,1,0,30,60111,7404,82
4,1,0,35,60413,7602,47
4,1,0,58,60313,5802,20
4,1,0,59,60512,5802,20
4,1,0,25,60003,5802,20
4,1,0,20,60002,5802,20
4,1,0,40,60714,5813,82
4,1,0,39,60612,5813,82
4,1,0,30,60715,7602,41
4,1,0,69,10018,5802,14
4,1,0,28,60213,7403,73
4,1,0,47,60913,7403,82
4,0,1,22,60716,0,0
4,1,0,49,60412,7403,10
4,1,0,41,60002,7403,82
4,1,0,26,60612,7607,82
4,1,0,30,60612,7403,82
4,1,0,68,70421,5802,69
4,1,0,39,60923,7404,82
4,1,0,37,60314,7404,64
4,1,0,29,60412,7403,82
4,1,0,27,60314,7404,64
4,0,1,52,60714,0,0
4,1,0,52,60111,5802,85
4,1,0,38,60411,7401,64
4,1,0,36,60913,7602,86
4,1,0,30,10013,5802,96
4,1,0,64,60002,5802,68
4,1,0,63,60413,5802,96
4,1,0,60,60413,5802,47
4,1,0,45,24015,5802,27
4,1,0,30,60915,1014,55
4,1,0,38,60003,5805,78
4,1,0,29,60003,7602,82
4,1,0,49,24012,5802,47
4,0,1,57,60714,0,0
4,1,0,44,24015,5802,96
4,1,0,47,60731,7403,41
4,1,0,33,60003,5802,96
4,1,0,44,10018,5802,96
4,1,0,57,60413,5802,47
4,1,0,23,60613,7602,82
4,1,0,55,60911,5802,86
4,1,0,55,60413,7404,68
4,1,0,25,60003,7404,82
4,1,0,53,60413,7404,82
4,1,0,40,24015,5802,61
4,1,0,46,60612,7403,35
4,1,0,35,60411,5802,69
4,1,0,48,50613,7403,82
4,1,0,34,60111,5804,85
4,1,0,61,24015,5802,1
4,1,0,63,50415,5802,47
4,1,0,35,24015,5804,24
4,1,0,28,60111,5813,85
4,1,0,26,24013,5804,47
4,1,0,47,24015,5804,80
4,1,0,40,24015,5813,47
4,1,0,43,24015,7607,56
4,1,0,27,24013,5804,49
4,1,0,29,24011,5804,47
4,1,0,43,24015,5804,84
4,1,0,43,24015,5804,47
4,1,0,22,35013,5804,47
4,1,0,40,24015,7402,80
4,1,0,28,60412,7403,69
4,1,0,30,60714,5804,82
4,1,0,34,24015,5804,47
4,1,0,46,60001,5804,41
4,1,0,44,60411,5804,69
4,1,0,50,24012,5804,41
4,1,0,26,60002,5804,14
4,1,0,25,24015,2105,27
4,0,1,22,24015,0,0
4,1,0,21,24015,5802,47
4,1,0,57,24011,5804,14
4,1,0,25,60612,7404,82
4,1,0,30,24015,5802,41
4,0,1,23,24015,0,0
4,1,0,58,24013,5802,14
4,1,0,30,24012,5802,41
4,1,0,26,60002,7404,78
4,1,0,23,35011,5802,47
4,1,0,37,24015,7403,80
4,1,0,24,60414,7403,64
4,1,0,29,61013,7403,82
4,1,0,27,60613,7403,82
4,1,0,25,60313,7602,64
4,1,0,40,10018,5805,47
4,1,0,42,10018,5805,47
4,1,0,33,50714,5805,41
4,1,0,30,10018,5802,96
4,1,0,28,60612,5805,47
4,1,0,30,24015,5805,47
4,1,0,26,60111,7404,47
4,1,0,66,24015,5805,84
4,1,0,63,24011,5805,47
4,1,0,24,60411,7403,82
4,1,0,30,60002,7607,41
4,1,0,33,24012,5813,41
4,1,0,30,24012,5805,96
4,1,0,62,24015,3405,41
4,1,0,60,24015,5805,14
4,1,0,39,60003,7602,80
4,1,0,36,50001,3405,29
4,1,0,44,24015,5805,41
4,1,0,46,60321,7602,41
4,1,0,22,24015,5805,41
4,1,0,43,0,7404,96
4,1,0,18,34011,5805,10
4,1,0,19,24011,5805,56
4,1,0,44,10018,2111,41
4,1,0,37,24015,5813,87
4,0,1,21,35011,0,0
4,1,0,27,10018,7401,41
4,1,0,29,24015,7404,20
4,1,0,43,50714,7403,20
4,1,0,41,24015,5811,96
4,1,0,33,60002,7404,82
4,1,0,30,60003,7404,82
4,1,0,50,60003,7404,80
4,1,0,27,60541,7404,65
4,1,0,44,24015,5811,47
4,1,0,37,24012,5811,47
4,1,0,40,24015,7402,49
4,1,0,29,24015,5811,47
4,1,0,29,50716,7602,82
4,0,1,18,34013,0,0
4,1,0,62,60811,5811,47
4,1,0,65,24015,5811,47
4,1,0,22,60002,5811,47
4,1,0,69,24013,5811,56
4,1,0,43,60002,7404,56
4,1,0,49,24015,7404,96
4,0,1,25,60111,0,0
4,1,0,38,50001,7404,56
4,1,0,31,10018,5811,41
4,0,1,27,50001,0,0
4,1,0,55,24015,5808,10
4,0,1,54,24013,0,0
4,1,0,20,34013,5802,82
4,1,0,56,60001,7402,47
4,1,0,35,60714,7602,82
4,0,1,34,61015,0,0
4,1,0,40,24015,7404,49
4,1,0,39,60001,7404,47
4,0,1,55,24015,0,0
4,1,0,30,60003,5811,95
4,1,0,29,60003,5811,49
4,1,0,39,50716,7403,45
4,1,0,40,60411,7403,49
4,1,0,41,10018,5811,49
4,1,0,35,60003,7403,96
4,0,1,34,24015,0,0
4,1,0,56,10018,5811,46
4,1,0,30,24015,5811,47
4,0,1,31,24015,0,0
4,1,0,33,24015,5811,53
4,1,0,47,60001,5811,10
4,1,0,44,60002,5811,49
4,1,0,39,24015,5811,47
4,0,1,36,10011,0,0
4,1,0,41,24015,5811,96
4,1,0,32,24015,5803,56
4,1,0,51,60002,7404,60
4,1,0,51,60002,5812,56
4,1,0,40,24015,5812,68
4,1,0,42,24015,5812,84
4,1,0,22,60002,5803,47
4,0,1,21,34013,0,0
4,1,0,48,60411,5812,68
4,1,0,61,50001,5812,47
4,1,0,57,24015,5812,49
4,1,0,52,24015,5812,47
4,1,0,55,10018,5812,49
4,0,1,23,60111,0,0
4,1,0,63,60413,5812,64
4,1,0,31,60412,5802,86
4,0,1,35,24015,0,0
4,1,0,64,60831,5806,84
4,1,0,40,24015,5802,84
4,1,0,53,24015,5812,1
4,1,0,30,60111,5812,85
4,1,0,64,50811,5812,84
4,1,0,67,24015,5812,84
4,1,0,27,60612,5812,95
4,1,0,34,24015,5812,41
4,1,0,34,60003,5812,47
4,1,0,43,60001,5812,49
4,0,1,26,60612,0,0
4,0,1,27,50715,0,0
4,1,0,24,24015,5812,47
4,1,0,41,60002,5624,47
4,1,0,41,60731,5624,69
4,1,0,63,24012,5624,47
4,0,1,39,61041,0,0
4,1,0,45,60413,5624,45
4,1,0,43,60413,5624,64
4,1,0,38,60913,5624,84
4,1,0,34,60913,5624,56
4,1,0,38,60715,3405,28
4,1,0,36,60001,5624,46
4,1,0,32,60002,5624,47
4,1,0,20,60003,5624,49
4,1,0,53,24015,5624,49
4,1,0,51,60001,5624,10
4,1,0,28,24015,5624,47
4,1,0,31,60111,5624,85
4,1,0,66,80915,5624,85
4,1,0,44,24015,5624,56
4,1,0,37,10018,5624,49
4,1,0,42,24013,5624,3
4,1,0,56,10012,5624,47
4,1,0,55,24012,5624,49
4,1,0,49,10018,5624,92
4,1,0,25,24015,5624,47
4,1,0,54,10018,5624,10
4,1,0,54,10018,5624,10
4,1,0,41,10018,5624,10
4,1,0,44,10013,5624,10
4,1,0,20,24015,5624,10
4,1,0,18,24012,5624,41
4,1,0,37,10015,5624,10
4,1,0,32,24015,5624,10
4,1,0,33,24015,5624,10
4,1,0,56,10018,5624,49
4,1,0,36,24015,5624,10
4,1,0,41,10018,5624,10
4,1,0,35,24015,5624,10
4,1,0,64,24015,5624,10
4,1,0,18,24015,5624,47
4,1,0,28,10014,5624,47
4,1,0,24,10018,5624,10
4,1,0,24,24013,5624,47
4,1,0,29,24012,5624,56
4,1,0,42,24015,5624,47
4,1,0,48,24015,5624,41
4,1,0,45,24015,5624,47
4,1,0,61,24011,5624,45
4,1,0,30,24015,5624,47
4,1,0,29,24015,5624,47
4,1,0,59,60111,5624,85
4,1,0,48,24015,5624,25
4,1,0,24,34013,5624,96
4,1,0,62,60821,5624,92
4,1,0,61,24015,5624,96
4,1,0,27,24015,5624,10
4,1,0,24,60413,5624,56
4,1,0,30,60003,5624,47
4,1,0,60,10018,5624,96
4,1,0,21,34013,5624,47
4,1,0,29,60411,5624,43
4,1,0,58,60002,5624,47
4,1,0,28,60413,5645,56
4,1,0,34,24015,5624,56
4,1,0,34,60111,5624,85
4,1,0,49,10018,5624,47
4,1,0,47,24013,5624,56
4,1,0,63,60001,5624,47
4,1,0,62,24015,5624,47
4,1,0,26,40613,5624,47
4,1,0,45,24015,5624,49
4,1,0,40,10018,5624,96
4,1,0,41,24013,5624,41
4,1,0,21,34013,5624,56
4,1,0,27,24015,5624,10
4,1,0,34,10018,5624,92
4,1,0,35,10018,5624,41
4,1,0,66,60714,5624,47
4,1,0,60,60003,5624,47
4,1,0,56,24012,5624,41
4,1,0,61,10018,5624,96
4,0,1,24,34011,0,0
4,1,0,22,24013,5624,47
4,1,0,47,60003,5624,49
4,1,0,36,60001,5624,47
4,1,0,23,35013,5624,47
4,1,0,48,10014,5624,41
4,1,0,47,24015,5624,47
4,1,0,45,24012,5624,41
4,1,0,22,34013,5624,41
4,1,0,48,24015,5624,47
4,1,0,53,24015,5624,41
4,1,0,23,61013,5624,56
4,1,0,32,24015,5624,46
4,1,0,54,10015,5624,56
4,1,0,24,35013,5624,47
4,1,0,38,10011,5624,96
4,1,0,37,24013,5624,41
4,1,0,43,24015,5624,49
4,1,0,42,10018,5624,47
4,1,0,25,61013,5624,47
4,1,0,43,24015,5624,96
4,1,0,24,10015,5624,41
4,1,0,27,24015,5624,41
4,1,0,40,10018,5624,49
4,1,0,27,60001,5624,47
4,1,0,29,60612,5624,47
4,1,0,39,60612,5624,49
4,1,0,37,24015,5624,46
4,1,0,35,24015,5624,47
4,1,0,26,10014,5624,41
4,1,0,50,24012,5624,41
5,1,0,45,70411,506,85
5,0,1,45,60003,0,0
5,1,0,22,60613,506,62
5,1,0,50,60311,503,84
5,1,0,52,60311,506,56
5,1,0,29,61015,7607,82
5,1,0,28,60413,7607,64
5,1,0,23,60002,506,96
5,1,0,59,10013,506,84
5,1,0,31,24013,506,49
5,0,1,40,50714,0,0
5,1,0,44,60613,506,84
5,1,0,48,24015,506,25
5,1,0,46,61013,506,47
5,1,0,43,60003,506,41
5,1,0,40,24015,506,41
5,1,0,54,24015,502,47
5,1,0,30,70111,503,85
5,1,0,26,60002,506,47
5,1,0,28,60002,506,47
5,1,0,41,60413,506,84
5,1,0,40,60613,506,47
5,1,0,39,60413,506,84
5,1,0,39,60413,501,47
5,1,0,36,60731,506,84
5,1,0,34,61013,506,47
5,0,1,47,70913,0,0
5,1,0,66,60413,506,68
5,1,0,27,60412,506,56
5,1,0,29,60913,506,86
5,1,0,43,61013,506,49
5,1,0,37,10011,506,41
5,1,0,26,24015,506,42
5,1,0,53,10018,506,47
5,1,0,45,24015,506,47
5,1,0,54,24012,506,47
5,1,0,48,24015,506,13
5,1,0,33,24015,506,49
5,1,0,26,60613,506,47
5,0,1,23,60413,0,0
5,1,0,28,50613,506,47
5,1,0,47,24015,506,41
5,1,0,49,24015,506,96
5,0,1,24,24012,0,0
5,1,0,19,34011,506,41
5,1,0,55,50713,506,10
5,1,0,58,24015,506,56
5,1,0,35,50788,506,47
5,1,0,27,60413,506,85
5,1,0,23,60111,506,85
5,1,0,48,10012,506,84
