Region,Employed,Unemployed,Age,Education,LocationOfWork,Industry
11,1,0,40,24015,2402,49
11,1,0,41,60111,2402,85
11,1,0,46,24015,2402,46
11,1,0,48,24012,2402,47
11,1,0,24,35013,2402,46
11,1,0,18,34013,2402,47
11,1,0,27,60314,2402,84
11,1,0,50,60001,2402,84
11,1,0,23,34013,2402,1
11,1,0,63,24015,2402,1
11,1,0,36,24015,2402,47
11,1,0,33,60413,2402,84
11,1,0,36,60213,2402,47
11,1,0,27,24015,2402,53
11,1,0,30,10013,2402,1
11,1,0,32,24015,2402,1
11,1,0,25,24015,2402,56
11,1,0,46,24015,2402,49
11,1,0,43,24015,2402,47
11,1,0,19,34013,2402,47
11,1,0,15,24013,2402,47
11,0,1,57,24015,0,0
11,1,0,50,24015,2402,49
11,1,0,26,60413,2402,41
11,1,0,21,34013,2402,1
11,1,0,27,60111,2402,52
11,1,0,32,24015,2402,56
11,1,0,32,24015,2402,56
11,1,0,45,60411,2402,82
11,1,0,46,60411,2402,84
11,1,0,33,60612,2402,86
11,1,0,33,24015,2402,47
11,1,0,32,40713,2402,82
11,1,0,53,60111,2402,85
11,1,0,25,60111,2402,84
11,1,0,26,60412,2402,64
11,1,0,62,61041,2402,47
11,1,0,55,24015,2402,56
11,1,0,25,24015,2402,96
11,1,0,42,24015,2402,41
11,1,0,34,60003,2402,47
11,1,0,15,24013,2402,47
11,1,0,52,10018,2402,47
11,1,0,26,10014,2402,43
11,1,0,43,10018,2402,45
11,1,0,22,35013,2402,41
11,1,0,21,34013,2402,45
11,1,0,22,10018,2402,41
11,1,0,60,10014,2402,56
11,1,0,50,10015,2402,43
11,1,0,65,10018,2402,49
11,1,0,32,10018,2402,84
11,1,0,59,60413,2402,84
11,1,0,59,10018,2402,47
11,1,0,43,24015,2402,47
11,1,0,57,60002,2402,43
11,1,0,53,24015,2402,47
11,1,0,26,24015,2402,56
11,1,0,33,24015,2402,47
11,1,0,34,60002,2402,47
12,1,0,61,24011,4701,46
12,1,0,61,24011,4701,47
12,1,0,41,24015,9804,96
12,1,0,56,60003,4701,84
12,1,0,58,60111,4701,85
12,1,0,22,60003,4701,84
12,0,1,23,60417,0,0
12,1,0,33,10015,4701,49
12,0,1,35,60899,0,0
12,1,0,35,24013,4701,1
12,0,1,35,24015,0,0
12,0,1,59,24012,0,0
12,1,0,35,60913,4701,49
12,1,0,36,24015,4701,47
12,1,0,18,34011,4701,96
12,1,0,67,24015,4701,1
12,1,0,72,24015,4701,1
12,1,0,58,10018,4701,49
12,1,0,60,24015,4701,47
12,1,0,25,24015,4701,85
12,0,1,49,24013,0,0
12,1,0,44,24012,4701,96
12,1,0,27,24013,4701,41
12,1,0,24,24012,4701,56
12,1,0,22,24015,4701,10
12,0,1,21,60001,0,0
12,1,0,53,24015,4701,96
12,1,0,46,24015,4701,49
12,1,0,23,34013,4701,47
12,1,0,34,10013,4701,16
12,0,1,40,24015,0,0
12,1,0,30,70000,4701,85
12,1,0,28,60612,4705,84
12,1,0,55,24012,4701,1
12,1,0,51,50611,4701,47
12,1,0,32,24015,4701,1
12,1,0,36,10014,4701,1
12,1,0,73,24015,4701,1
12,1,0,34,60002,4701,47
12,1,0,40,60714,2403,33
12,1,0,34,24015,4701,49
12,1,0,56,24015,4701,84
12,0,1,54,50415,0,0
12,1,0,24,60488,2402,64
12,1,0,24,10018,4701,41
12,1,0,20,24015,4701,47
12,1,0,47,10018,4703,16
12,1,0,19,60001,4703,56
12,1,0,16,24015,4712,96
12,1,0,66,0,4703,47
12,1,0,32,24015,4703,41
12,1,0,54,10018,4703,56
12,1,0,54,60111,4703,1
12,1,0,54,10018,4703,47
12,1,0,27,24015,4703,1
12,1,0,24,24011,4703,47
12,1,0,59,10018,4703,85
12,1,0,58,24013,4703,85
12,1,0,30,60111,4703,85
12,1,0,28,60413,3808,64
12,0,1,26,60811,0,0
12,1,0,22,60111,4703,47
12,1,0,61,0,4703,47
12,1,0,30,24015,4703,47
12,1,0,28,24011,4703,49
12,1,0,27,24011,4703,41
12,1,0,35,10018,4703,41
12,1,0,42,10018,4703,1
12,1,0,22,10014,4703,1
12,1,0,48,10011,4703,1
12,1,0,46,0,4703,1
12,1,0,24,24013,4703,96
12,1,0,20,10018,4703,1
12,0,1,18,24012,0,0
12,1,0,31,10018,4703,80
12,1,0,28,10018,4703,56
12,1,0,48,10011,4703,1
12,0,1,33,60732,0,0
12,1,0,26,10018,4703,1
12,1,0,45,10015,4703,47
12,1,0,33,10018,4703,47
12,1,0,39,10018,4703,1
12,1,0,33,10013,4703,1
12,1,0,63,10018,4703,1
12,1,0,26,60111,4703,47
12,1,0,30,24015,4703,49
12,1,0,29,24015,4703,47
12,1,0,42,24015,4703,49
12,1,0,29,60811,4703,1
12,1,0,33,24015,4703,1
12,1,0,31,24015,4703,47
12,1,0,63,10018,4703,1
12,1,0,35,10018,4703,1
12,1,0,37,24015,4703,1
12,1,0,34,24015,4703,47
12,1,0,60,10018,4703,1
12,1,0,32,24013,4703,1
12,1,0,30,24015,4703,47
12,1,0,29,24012,4703,49
12,1,0,32,24015,4703,41
12,1,0,52,10014,4703,1
12,1,0,52,24015,4705,1
12,1,0,49,24015,4705,47
12,1,0,23,60512,4705,47
12,1,0,19,34013,4705,47
12,1,0,16,34011,4705,1
12,1,0,15,24012,4705,1
12,1,0,34,24012,4705,2
12,1,0,31,60319,4711,64
12,1,0,35,24015,3810,41
12,0,1,40,24015,0,0
12,1,0,36,60002,9804,41
12,1,0,44,24012,4705,49
12,1,0,61,24012,4705,56
12,1,0,66,24015,4705,1
12,1,0,58,60001,4705,47
12,1,0,42,24015,4705,96
12,1,0,39,60111,4705,85
12,1,0,36,60003,4705,1
12,1,0,33,60111,4705,85
12,1,0,69,24015,4705,1
12,1,0,63,10018,4705,1
12,1,0,31,61013,4705,47
12,1,0,30,60002,4717,47
12,1,0,39,24012,4705,49
12,1,0,30,24015,4705,47
12,1,0,45,60488,4705,47
12,1,0,23,60488,2402,69
12,1,0,57,24012,4705,1
12,1,0,56,24015,4705,1
12,1,0,19,34011,4705,1
12,1,0,69,24012,4705,1
12,1,0,56,10018,4705,1
12,1,0,24,24013,4705,52
12,1,0,21,34013,4705,47
12,1,0,60,60003,4705,1
12,1,0,16,24011,4705,1
12,1,0,57,10018,4705,1
12,1,0,35,10018,4705,1
12,1,0,29,10015,4705,1
12,0,1,24,60003,0,0
12,1,0,66,10014,4705,1
12,1,0,65,10018,4705,1
12,1,0,29,24015,4705,1
12,0,1,28,24015,0,0
12,1,0,53,60314,4706,1
12,1,0,45,40415,4706,84
12,1,0,23,60913,4704,86
12,1,0,38,60610,4706,61
12,1,0,37,61013,4704,84
12,1,0,41,24011,4706,46
12,1,0,37,10018,4706,46
12,1,0,57,10014,4706,2
12,1,0,48,24015,4706,96
12,1,0,28,24015,4706,46
12,1,0,48,24015,4706,45
12,1,0,22,24013,4706,1
12,1,0,63,24011,4706,32
12,1,0,16,24013,4706,32
12,1,0,15,24012,4706,32
12,1,0,58,10013,4706,1
12,1,0,59,24015,4706,47
12,1,0,34,24015,4706,49
12,1,0,27,24015,4706,47
12,1,0,34,10018,4706,32
12,1,0,37,10018,4704,41
12,1,0,40,24012,4706,31
12,1,0,62,60003,4706,47
12,1,0,47,24015,4706,1
12,1,0,71,24015,4706,1
12,1,0,67,60003,4706,1
12,1,0,60,40415,4706,65
12,1,0,32,24015,4704,46
12,1,0,32,60002,4706,47
12,1,0,25,24011,4706,1
12,1,0,48,24015,4707,46
12,1,0,21,60001,4707,47
12,1,0,56,60811,4707,1
12,1,0,57,60811,4707,1
12,1,0,22,60002,4707,10
12,1,0,63,24012,4707,84
12,1,0,45,60002,4707,84
12,1,0,41,24015,4707,47
12,1,0,17,24015,4707,47
12,1,0,64,24015,4707,56
12,1,0,71,24011,4714,1
12,1,0,50,50611,4707,1
12,1,0,49,50913,4707,47
12,1,0,37,24011,4707,10
12,1,0,21,60001,4707,47
12,1,0,25,61041,4707,56
12,1,0,55,10018,4707,1
12,1,0,49,24012,4707,96
12,1,0,42,24015,4707,1
12,1,0,60,60111,4707,1
12,1,0,33,24012,4707,1
12,1,0,53,24015,4707,47
12,1,0,45,60719,4707,1
12,1,0,84,10015,4707,1
12,1,0,57,10018,4707,1
12,1,0,19,34013,4707,1
12,1,0,47,24015,4707,84
12,1,0,22,35011,4704,47
12,1,0,23,60003,4707,10
12,1,0,33,24015,4704,80
12,1,0,29,60002,4707,47
12,1,0,69,60413,6306,84
12,1,0,35,50610,6306,84
12,1,0,53,50321,6306,1
12,1,0,43,60003,6306,85
12,0,1,65,10018,0,0
12,0,1,52,24015,0,0
12,1,0,20,24015,6306,11
12,1,0,23,60002,6306,11
12,1,0,42,24013,6306,31
12,1,0,39,60003,6306,47
12,1,0,54,10014,6306,41
12,1,0,44,10014,6306,47
12,1,0,21,60002,6306,96
12,1,0,20,35013,6306,45
12,1,0,19,35013,6306,96
12,1,0,40,24011,6306,41
12,1,0,30,24013,6306,1
12,1,0,50,60714,6306,61
12,1,0,47,60111,6306,85
12,1,0,24,60413,6306,47
12,1,0,24,60413,6306,46
12,1,0,46,61032,6306,1
12,1,0,57,24015,6306,49
12,1,0,31,60002,6306,49
12,1,0,25,60413,6306,84
12,1,0,47,24012,6306,41
12,1,0,19,35011,6306,46
12,1,0,54,10018,6306,84
12,1,0,54,10018,6306,47
12,1,0,27,60811,6306,85
12,1,0,46,50713,6306,84
12,1,0,38,24015,6303,41
12,1,0,31,60313,6306,63
12,1,0,44,60002,6306,1
12,1,0,40,60002,6306,85
12,1,0,46,60314,6306,47
12,0,1,62,24015,0,0
12,1,0,56,24013,6306,49
12,1,0,63,60413,6306,47
12,1,0,33,60610,6306,84
12,1,0,27,60111,6306,80
12,1,0,60,24015,6306,96
12,1,0,53,10018,6306,49
12,1,0,50,24015,6306,56
12,1,0,25,60413,6306,47
12,1,0,20,60002,6306,11
12,1,0,62,60002,6306,1
12,1,0,60,24015,6306,1
12,1,0,58,24015,6306,45
12,1,0,58,24015,6306,47
12,1,0,31,60111,6306,84
12,1,0,48,60002,6317,82
12,1,0,15,24012,6306,96
12,1,0,61,60713,6312,10
12,1,0,54,60413,6312,64
12,1,0,25,60612,6312,10
12,1,0,54,50321,6306,84
12,1,0,42,24015,6312,49
12,1,0,37,60413,6312,47
12,1,0,41,60111,6312,85
12,1,0,59,60413,6312,47
12,1,0,24,60913,6303,86
12,1,0,65,24015,6312,56
12,1,0,65,10018,6312,46
12,0,1,69,60711,0,0
12,1,0,69,24013,6312,56
12,1,0,53,24015,6312,47
12,0,1,70,60413,0,0
12,1,0,68,24013,6312,47
12,1,0,34,60003,6312,47
12,1,0,36,60314,6312,84
12,1,0,31,60413,6312,36
12,1,0,35,60916,6312,47
12,1,0,32,60111,6312,85
12,1,0,71,10018,6312,47
12,1,0,39,60914,6303,86
12,1,0,51,60003,6312,47
12,1,0,20,34011,6312,47
12,1,0,45,60413,6312,96
12,1,0,46,24012,6312,47
12,1,0,51,24015,6312,43
12,1,0,48,24015,6312,56
12,1,0,23,60003,6312,56
12,1,0,20,60002,6312,56
12,1,0,27,24015,6312,96
12,1,0,47,60003,6312,84
12,1,0,45,24015,6312,82
12,1,0,26,60003,6312,47
12,1,0,43,60111,6306,85
12,1,0,40,60111,6306,85
12,1,0,41,60413,6312,64
12,1,0,61,24015,6312,47
12,1,0,26,60612,6312,47
12,1,0,22,60002,6312,47
12,1,0,54,60811,6312,41
12,1,0,28,24015,6312,45
12,1,0,42,60001,6312,43
12,1,0,40,24012,6312,47
12,1,0,50,24015,6312,41
12,1,0,72,60002,6318,47
12,1,0,22,35013,6318,1
12,1,0,20,60002,6303,96
12,1,0,59,10011,6318,1
12,1,0,27,60314,6306,41
12,0,1,23,0,0,0
12,1,0,61,60002,6318,1
12,1,0,28,60002,6318,25
12,1,0,36,10015,6318,1
12,1,0,47,10013,6318,1
12,1,0,45,24015,6318,1
12,1,0,30,50916,6306,80
12,1,0,58,61011,6501,1
12,1,0,29,60314,6318,1
12,1,0,70,10014,6318,1
12,0,1,24,35013,0,0
12,1,0,54,0,6319,1
12,1,0,59,0,6319,1
12,1,0,56,60731,6319,1
12,0,1,30,60003,0,0
12,0,1,27,24015,0,0
12,1,0,32,24015,6319,1
12,1,0,23,24015,6319,47
12,1,0,33,24012,6303,10
12,1,0,48,10015,6319,41
12,1,0,33,24015,6316,80
12,1,0,28,10018,6319,1
12,1,0,38,60541,6319,85
12,1,0,48,24012,6319,1
12,1,0,47,24013,6319,1
12,1,0,30,60001,6319,92
12,1,0,26,24015,6316,1
12,1,0,28,24015,6316,1
12,1,0,36,10014,6319,1
12,1,0,21,24012,6319,49
12,1,0,28,24015,6313,1
12,1,0,60,24015,6319,1
12,0,1,21,24015,0,0
12,1,0,41,10018,6319,1
12,1,0,40,24012,6319,47
12,1,0,39,24012,6319,41
12,1,0,38,10015,6319,41
12,0,1,37,10014,0,0
12,1,0,33,60541,6319,1
12,1,0,40,10015,6319,1
12,1,0,36,10015,6319,47
12,0,1,22,24011,0,0
12,1,0,27,10018,6319,41
12,1,0,55,24015,6319,1
12,1,0,16,10012,6319,1
12,1,0,19,10013,6319,1
12,0,1,16,10013,0,0
12,1,0,52,24012,6319,1
12,1,0,47,10014,6319,1
12,1,0,25,10013,6319,41
12,1,0,40,10015,6319,41
12,1,0,26,24015,6319,1
12,1,0,59,10014,6319,1
12,1,0,49,10015,6313,1
12,1,0,66,10012,6319,1
12,1,0,23,10018,6319,1
12,1,0,29,10015,6319,1
12,1,0,32,24012,6319,1
12,1,0,28,24015,6319,84
12,1,0,40,24015,6503,47
12,1,0,49,24015,6415,41
12,1,0,66,60912,6508,1
12,1,0,56,60914,6503,86
12,1,0,30,24015,6503,47
12,1,0,45,60811,6503,1
12,1,0,43,60111,6503,85
12,1,0,28,24015,6503,1
12,1,0,66,60719,6504,55
12,1,0,66,60413,6504,55
12,0,1,41,60714,0,0
12,1,0,28,24015,6501,1
12,1,0,50,24015,6504,47
12,1,0,27,60411,6504,47
12,1,0,28,61015,6504,47
12,1,0,26,24015,6504,47
12,1,0,27,24015,6501,1
12,0,1,21,60002,0,0
12,1,0,67,24012,6504,96
12,1,0,67,24015,6504,84
12,1,0,44,24015,6504,49
12,1,0,39,24015,6504,96
12,1,0,45,60413,6504,84
12,1,0,40,60923,6501,85
12,1,0,42,24015,6504,96
12,1,0,38,50716,6504,8
12,1,0,38,24015,6504,47
12,1,0,34,60002,6504,56
12,1,0,50,24015,6504,45
12,1,0,47,24015,6504,47
12,1,0,23,35013,6504,56
12,0,1,24,35013,0,0
12,1,0,61,41099,6504,68
12,1,0,52,24015,6504,1
12,1,0,46,24015,6504,49
12,1,0,46,10018,6504,56
12,1,0,59,24015,6504,1
12,1,0,57,24015,6504,45
12,1,0,57,60913,6503,1
12,1,0,68,24012,6504,96
12,1,0,37,24015,6503,96
12,1,0,58,10013,6506,10
12,1,0,47,60111,6506,84
12,1,0,39,10013,6506,1
12,1,0,36,10014,6506,49
12,1,0,44,50001,6506,49
12,1,0,59,24012,6506,47
12,1,0,23,60111,6505,85
12,0,1,28,50610,0,0
12,1,0,45,24015,6506,49
12,1,0,44,10015,6506,49
12,1,0,25,10012,6506,10
12,1,0,27,10011,6506,1
12,1,0,71,10014,6506,49
12,1,0,55,10018,6506,47
12,1,0,44,10014,6506,49
12,1,0,61,10012,6506,45
12,1,0,72,10018,6506,16
12,0,1,45,10018,0,0
12,1,0,40,10013,9804,96
12,0,1,20,24013,0,0
12,1,0,18,24012,6506,10
12,1,0,32,10011,6506,3
12,1,0,32,24013,6506,49
12,1,0,31,10014,6506,41
12,1,0,30,24013,6506,47
12,1,0,30,10018,6506,49
12,1,0,33,0,6506,3
12,1,0,27,10011,6506,3
12,1,0,26,10011,6506,3
12,1,0,38,24015,6506,10
12,1,0,46,50720,6506,35
12,1,0,43,60111,6506,85
12,1,0,23,24012,6506,43
12,1,0,64,10013,6506,1
12,1,0,63,24013,6506,1
12,1,0,28,24015,6506,47
12,1,0,30,24013,6506,45
12,1,0,40,24015,6506,41
12,1,0,40,10018,6506,56
12,1,0,26,24015,6506,47
12,1,0,36,24011,6506,1
12,1,0,33,60001,6506,47
12,0,1,30,24015,0,0
12,1,0,18,34013,6506,92
12,1,0,53,10011,6506,1
12,1,0,49,60111,6506,1
12,1,0,44,24015,6506,49
12,1,0,37,60002,6506,45
12,1,0,22,24015,6506,49
12,1,0,32,24015,6506,49
12,1,0,57,24015,6506,47
12,1,0,55,10018,6506,47
12,1,0,58,24015,6506,1
12,1,0,26,34013,6506,1
12,1,0,19,24013,6506,1
12,1,0,46,24011,6506,49
12,1,0,19,24013,6506,47
12,1,0,77,10011,6506,16
12,1,0,60,0,6506,96
12,1,0,49,24015,6506,84
12,1,0,35,10015,6506,33
12,1,0,58,10011,6506,49
12,0,1,23,60001,0,0
12,1,0,63,0,6506,1
12,0,1,29,60731,0,0
12,1,0,26,60111,6506,80
12,1,0,43,24015,6508,1
12,1,0,35,24013,6508,1
12,1,0,30,24015,6508,1
12,1,0,37,40713,6508,43
12,1,0,57,10018,6508,1
12,1,0,53,10018,6508,47
12,1,0,31,24015,6508,1
12,1,0,59,10018,6508,1
12,1,0,40,24011,6508,1
12,1,0,34,60413,8005,64
12,1,0,32,10018,6508,1
12,1,0,32,60003,6508,56
12,1,0,70,24012,6508,1
12,1,0,48,10014,6508,1
12,1,0,51,10015,6508,47
12,1,0,46,24015,6508,1
12,1,0,45,24015,6508,47
12,1,0,20,35013,6508,1
12,1,0,19,35013,6508,1
12,1,0,41,24015,6508,1
12,1,0,38,24015,6508,1
12,0,1,17,35011,0,0
12,1,0,54,24015,6508,1
12,1,0,43,24012,6508,1
12,1,0,63,24015,6508,1
12,1,0,33,24015,6508,1
12,1,0,42,24011,6508,1
12,1,0,50,10018,6508,1
12,1,0,55,10011,6508,1
12,1,0,45,10013,6508,1
12,1,0,53,24015,6508,96
12,1,0,30,10018,6508,1
12,1,0,31,24011,6508,56
12,1,0,52,24012,6508,1
12,1,0,41,24015,6508,1
12,1,0,80,10018,6508,1
12,1,0,51,24015,6508,1
12,1,0,53,10018,6508,1
12,1,0,57,10018,6508,56
12,1,0,51,60001,6508,47
12,1,0,48,24013,6508,1
12,1,0,20,34013,6508,1
12,1,0,45,24015,6508,1
12,1,0,42,24015,6508,1
12,1,0,33,24012,6508,1
12,0,1,28,24015,0,0
12,1,0,66,24015,6508,1
12,1,0,64,24015,6508,1
12,1,0,47,50716,6508,47
12,1,0,37,10018,6508,1
12,1,0,36,10018,6508,1
12,1,0,24,10014,6508,1
12,0,1,24,10018,0,0
12,1,0,30,10012,6508,1
12,1,0,30,10013,6508,1
12,1,0,68,0,6508,56
12,1,0,20,10015,6508,1
12,1,0,25,10012,6508,1
12,1,0,33,10018,6508,1
12,1,0,47,60915,6508,1
12,1,0,33,60002,6508,1
12,1,0,21,10015,6508,1
12,1,0,24,24015,6508,1
12,1,0,20,10018,6508,1
12,1,0,20,10018,6508,1
12,1,0,34,24015,6508,1
12,1,0,34,70111,6508,85
12,1,0,36,24013,6508,1
12,1,0,75,10015,8001,47
12,1,0,74,10012,8001,47
12,1,0,49,10014,8001,47
12,1,0,48,24013,8001,47
12,1,0,21,60002,8001,47
12,1,0,34,10014,8001,49
12,1,0,32,10018,8001,1
12,1,0,56,0,8001,1
12,1,0,46,10013,8001,1
12,1,0,17,35011,8001,1
12,1,0,34,10018,8001,1
12,1,0,28,24015,8001,47
12,1,0,67,10012,8001,1
12,1,0,63,10012,8001,1
12,1,0,48,10013,8001,1
12,1,0,42,24015,8001,46
12,1,0,43,10014,8001,41
12,1,0,38,10018,8001,84
12,1,0,18,35011,8001,47
12,1,0,74,10014,8001,87
12,1,0,20,35013,8001,47
12,1,0,20,35011,8001,47
12,1,0,22,35011,8001,1
12,1,0,26,10011,8001,1
12,1,0,23,35013,8001,1
12,1,0,32,24015,6317,41
12,1,0,55,24015,8001,1
12,1,0,50,24015,8001,1
12,1,0,24,35013,6303,47
12,1,0,23,34013,8001,96
12,1,0,38,60002,8001,84
12,1,0,73,0,8001,1
12,1,0,37,0,8001,1
12,1,0,28,10011,8001,1
12,1,0,35,10018,8001,1
12,1,0,29,24012,8001,1
12,1,0,64,24012,8001,1
12,1,0,60,10018,8001,1
12,1,0,18,24015,8001,1
12,1,0,42,0,8002,1
12,1,0,67,0,8002,1
12,1,0,23,35013,8002,1
12,1,0,37,10015,8002,1
12,1,0,66,10013,8002,1
12,1,0,65,10012,8002,1
12,1,0,26,10018,8002,1
12,1,0,67,24012,8002,1
12,1,0,68,10012,8002,1
12,1,0,59,10015,8002,47
12,1,0,35,10018,8002,1
12,1,0,26,10018,8002,1
12,1,0,40,10012,8002,56
12,1,0,44,10018,8002,1
12,1,0,17,24015,8002,1
12,1,0,40,10015,8002,1
12,1,0,39,10018,8002,47
12,1,0,49,10013,8002,1
12,1,0,47,10014,8002,1
12,1,0,28,10014,8002,1
12,1,0,25,24015,8002,49
12,1,0,23,35013,8002,1
12,1,0,34,10013,8002,41
12,1,0,41,10011,8002,1
12,1,0,36,10018,8002,1
12,1,0,19,24012,8002,1
12,1,0,70,0,8002,1
12,1,0,33,10014,8002,1
12,1,0,31,10014,8002,1
12,1,0,25,10015,8002,1
12,1,0,23,10018,8002,47
12,1,0,30,10012,8002,1
12,1,0,35,10014,8002,1
12,1,0,35,10013,8002,1
12,1,0,52,10014,8002,1
12,1,0,49,10012,8002,1
12,1,0,21,24011,8002,1
12,0,1,20,35013,0,0
12,1,0,25,10013,8002,1
12,1,0,73,10015,8002,1
12,1,0,57,0,8002,1
12,1,0,58,24015,8002,1
12,1,0,56,10018,8002,1
12,1,0,53,10015,8004,1
12,1,0,54,24012,8004,47
12,1,0,29,60111,8004,85
12,1,0,28,60413,8004,84
12,1,0,49,10015,8004,41
12,1,0,44,10018,8004,3
12,1,0,24,60003,8004,56
12,1,0,19,35011,8004,3
12,1,0,17,24013,8004,3
12,1,0,22,35013,8004,56
12,1,0,27,10013,8004,41
12,1,0,21,35013,8004,3
12,1,0,21,24015,8004,3
12,1,0,57,24012,8004,3
12,1,0,24,10018,8004,45
12,1,0,19,24013,8004,3
12,1,0,59,10013,8004,3
12,1,0,42,10015,8004,3
12,1,0,20,24013,8004,3
12,1,0,15,24011,8004,3
12,1,0,31,24015,8004,1
12,1,0,23,35013,8004,1
12,1,0,59,10018,8004,1
12,1,0,59,10018,8004,1
12,1,0,33,10013,8004,3
12,1,0,32,10018,8004,3
12,1,0,35,10015,8004,3
12,1,0,32,24013,8004,3
12,1,0,20,24011,8004,3
12,1,0,24,10018,8004,3
12,1,0,69,24012,8004,84
12,1,0,53,10015,8004,3
12,1,0,51,24015,2402,41
12,0,1,44,60001,0,0
12,1,0,17,24012,2402,41
12,1,0,28,10018,2402,41
12,1,0,61,24013,8006,1
12,1,0,57,10015,8006,16
12,1,0,55,10012,8006,1
12,0,1,49,10012,0,0
12,1,0,56,10014,8006,3
12,1,0,55,10013,8006,47
12,1,0,17,24015,8006,47
12,1,0,46,24015,8006,49
12,1,0,50,10018,8006,41
12,1,0,44,24011,8006,3
12,1,0,22,60002,8006,1
12,1,0,41,10018,6803,41
12,0,1,37,24012,0,0
12,1,0,19,24012,8006,41
12,1,0,17,34011,8006,90
12,1,0,73,24011,8006,1
12,1,0,64,10014,8006,47
12,1,0,25,35013,8006,1
12,1,0,53,10015,8006,49
12,1,0,54,10014,8006,47
12,1,0,27,60002,8006,47
12,1,0,42,24015,8006,47
12,1,0,41,10015,8006,47
12,1,0,45,60002,8006,49
12,1,0,42,0,8006,49
12,1,0,20,24012,8006,3
12,1,0,19,24012,8006,3
12,1,0,36,0,8002,87
12,1,0,62,10014,8006,1
12,1,0,57,24015,8006,41
12,1,0,49,24015,8006,1
12,1,0,25,10015,8006,41
12,1,0,18,34011,8006,1
12,1,0,35,60314,6303,84
12,0,1,33,60314,0,0
12,1,0,21,10012,8006,1
12,1,0,78,10015,8006,1
12,1,0,50,10012,8006,1
12,1,0,18,35011,8006,1
12,1,0,54,24011,8006,1
12,1,0,29,24015,8006,1
12,1,0,45,10011,6303,31
12,1,0,35,24011,8006,16
12,1,0,21,0,8006,49
12,1,0,25,60003,8001,80
12,1,0,34,24015,8007,1
12,1,0,21,24015,8007,49
12,1,0,74,24011,8007,1
12,1,0,42,24012,8007,1
12,1,0,25,24015,8007,49
12,1,0,26,24015,8007,47
12,1,0,69,10012,8007,1
12,1,0,33,10012,8007,1
12,1,0,32,24015,8007,1
12,1,0,43,10018,8007,1
12,1,0,34,24013,8007,1
12,1,0,16,24011,8007,1
12,1,0,48,10013,8007,1
12,1,0,45,10018,8007,1
12,1,0,42,10015,8007,49
12,1,0,42,10015,8007,47
12,1,0,22,60001,2402,56
12,1,0,19,60001,8007,47
12,1,0,15,24012,8007,47
12,1,0,67,10012,8007,1
12,1,0,50,10012,8007,1
12,1,0,48,24015,8007,84
12,1,0,72,10014,8007,1
12,1,0,33,24015,8007,80
12,1,0,35,24015,8007,35
12,1,0,74,10015,8007,1
12,1,0,22,34011,6303,41
12,1,0,62,10014,8007,1
12,1,0,20,60001,8007,47
12,1,0,33,60111,8007,85
12,1,0,27,24012,8007,47
12,1,0,60,10012,8007,1
12,1,0,58,10014,8007,47
12,1,0,72,0,8007,1
12,1,0,41,50716,8007,49
12,1,0,25,60111,8007,60
12,1,0,30,10015,8007,46
12,1,0,70,24011,8007,84
12,1,0,35,24015,8007,84
12,1,0,31,24015,8007,47
12,1,0,32,10013,8007,1
12,1,0,43,10018,8007,1
12,1,0,37,10018,8007,96
12,1,0,55,60413,6303,66
12,1,0,23,60413,6303,66
12,1,0,44,24015,6303,80
12,1,0,37,51013,6303,56
12,1,0,30,24015,6303,96
12,1,0,43,24015,6303,49
12,1,0,62,24013,6303,38
12,1,0,28,60716,6303,64
12,1,0,27,60923,6306,88
12,1,0,27,60111,6303,85
12,1,0,28,60111,6303,46
12,0,1,59,24015,0,0
12,1,0,60,24015,6303,14
12,1,0,36,60001,2319,84
12,1,0,34,50714,6303,53
12,1,0,47,24015,6303,33
12,0,1,23,60002,0,0
12,0,1,34,60715,0,0
12,0,1,35,60312,0,0
12,1,0,22,60612,6303,85
12,1,0,28,50916,6303,47
12,1,0,50,50415,6303,68
12,1,0,37,60413,6303,47
12,1,0,32,10015,6303,47
12,1,0,18,24012,6303,47
12,1,0,37,10013,6303,49
12,1,0,29,51013,6303,56
12,1,0,22,60923,6303,56
12,0,1,55,24011,0,0
12,1,0,24,60923,6303,82
12,1,0,62,10018,6303,49
12,1,0,34,60612,8001,84
12,1,0,29,60111,6303,85
12,1,0,65,24015,6303,47
12,1,0,44,24015,6303,49
12,1,0,51,24015,6303,47
12,1,0,23,34013,6303,82
12,1,0,47,24012,6303,49
12,1,0,39,60111,6303,85
12,1,0,27,60003,6303,41
12,1,0,48,24012,6303,49
12,1,0,24,60923,6303,84
12,1,0,55,10013,6303,10
12,1,0,32,24011,6303,41
12,1,0,29,24015,6303,56
12,1,0,47,24012,6303,49
12,1,0,43,10018,6303,47
12,1,0,35,24011,6303,41
12,1,0,39,10018,6303,49
12,1,0,38,40914,6303,47
12,1,0,22,10018,6303,49
12,1,0,22,24015,6303,33
12,1,0,59,24015,6303,47
12,1,0,32,24015,6303,47
12,1,0,60,24015,6303,49
12,1,0,57,24012,6303,47
12,1,0,19,60001,6303,47
12,1,0,16,24015,6303,47
12,1,0,51,24012,6303,49
12,1,0,51,10018,6303,1
12,1,0,27,60413,6303,47
12,1,0,35,24013,6303,47
12,1,0,39,24011,6303,47
12,1,0,44,24015,6303,80
12,1,0,55,10018,6303,49
12,1,0,54,24012,6303,47
12,1,0,52,24013,6303,47
